sbd,toan,van,ngoaiNgu,vatLy,hoaHoc,sinhHoc,lichSu,diaLy,gdcd,province_name
1006468.0,7.0,7.75,6.8,3.75,3.5,4.25,,,,Hà Nội
1006469.0,8.8,7.75,8.4,8.75,8.5,6.25,,,,Hà Nội
1006470.0,8.4,8.75,9.0,7.25,9.0,5.0,,,,Hà Nội
1006471.0,8.4,4.5,7.6,8.5,5.25,4.25,,,,Hà Nội
1006472.0,8.2,7.75,8.2,8.0,5.25,6.5,,,,Hà Nội
1006473.0,8.0,8.75,,,,,6.5,6.75,8.5,Hà Nội
1006474.0,8.2,8.75,8.8,8.0,4.25,5.75,,,,Hà Nội
1006475.0,8.8,8.0,6.2,7.5,7.75,6.25,,,,Hà Nội
1006476.0,7.6,8.5,5.2,2.75,6.25,8.25,,,,Hà Nội
1006477.0,7.8,8.25,7.2,8.0,5.5,5.75,,,,Hà Nội
1006478.0,7.4,7.5,8.0,6.5,5.0,7.0,,,,Hà Nội
1006479.0,7.8,6.25,9.0,8.75,6.0,7.25,,,,Hà Nội
1006480.0,8.2,8.75,,,,,7.75,9.0,9.5,Hà Nội
1006481.0,8.2,9.25,,,,,6.75,8.0,9.5,Hà Nội
1006482.0,7.8,3.25,6.6,6.0,4.25,3.75,,,,Hà Nội
1006483.0,7.4,8.0,8.4,5.75,8.5,7.25,,,,Hà Nội
1006484.0,8.0,7.0,8.4,7.5,6.25,6.25,,,,Hà Nội
1006485.0,8.8,5.75,,8.75,5.75,7.25,,,,Hà Nội
1006486.0,8.6,9.0,7.8,6.75,6.5,3.75,,,,Hà Nội
1006487.0,7.8,8.25,7.6,6.75,6.0,5.5,,,,Hà Nội
1006488.0,7.0,8.0,8.8,7.0,6.5,7.0,,,,Hà Nội
1006489.0,8.2,8.75,,,,,8.25,8.0,9.25,Hà Nội
1006490.0,8.2,8.75,8.4,6.25,8.5,6.5,,,,Hà Nội
1006491.0,8.8,8.0,6.4,5.75,7.25,5.25,,,,Hà Nội
1006492.0,8.6,7.25,8.4,7.25,9.0,9.5,,,,Hà Nội
1006493.0,8.4,7.25,8.8,6.5,9.25,7.25,,,,Hà Nội
1006494.0,8.4,7.5,8.8,7.5,5.5,5.5,,,,Hà Nội
1006495.0,7.8,7.0,7.0,8.75,7.0,5.5,,,,Hà Nội
1006496.0,8.4,6.0,9.2,8.75,5.25,6.75,,,,Hà Nội
1006497.0,8.6,5.25,9.6,5.0,7.25,7.75,,,,Hà Nội
1006498.0,8.0,8.0,6.6,7.5,3.5,6.0,,,,Hà Nội
1006499.0,8.0,8.25,4.8,6.25,7.75,6.75,,,,Hà Nội
1006500.0,7.8,7.5,5.6,4.5,5.5,4.5,,,,Hà Nội
1006501.0,8.2,7.0,,8.0,7.5,4.5,,,,Hà Nội
1006502.0,5.4,7.0,4.6,5.25,8.0,6.75,,,,Hà Nội
1006503.0,8.2,8.25,6.0,7.0,7.0,5.25,,,,Hà Nội
1006504.0,8.4,7.75,9.2,6.25,5.75,5.25,,,,Hà Nội
1006505.0,8.4,7.75,6.6,6.75,7.5,6.0,,,,Hà Nội
1006506.0,8.0,7.25,6.6,5.25,6.75,5.25,,,,Hà Nội
1006507.0,8.6,7.0,3.8,3.5,6.75,7.25,,,,Hà Nội
1006508.0,7.8,6.75,7.8,7.25,4.0,5.25,,,,Hà Nội
1006509.0,8.0,7.25,8.0,7.0,8.0,5.75,,,,Hà Nội
1006510.0,8.8,7.25,8.2,8.75,9.0,6.0,,,,Hà Nội
1006511.0,6.8,7.25,9.0,1.75,6.0,5.5,,,,Hà Nội
1006512.0,7.8,8.5,,8.25,5.25,6.5,,,,Hà Nội
1006513.0,8.0,7.25,8.2,7.5,5.5,7.0,,,,Hà Nội
1006514.0,7.4,6.25,,,,,7.25,7.0,8.0,Hà Nội
1006515.0,6.6,6.5,5.6,4.0,5.0,5.25,,,,Hà Nội
1006516.0,7.8,6.5,5.0,,,,6.25,7.5,7.75,Hà Nội
1006517.0,8.0,7.5,6.4,7.5,8.5,7.5,,,,Hà Nội
1006518.0,7.2,7.5,7.2,4.75,8.75,3.5,,,,Hà Nội
1006519.0,6.6,6.75,7.8,6.25,5.5,4.25,,,,Hà Nội
1006520.0,4.8,4.5,2.8,,,,4.5,4.5,5.5,Hà Nội
1006521.0,7.0,8.75,4.2,5.0,5.25,6.5,,,,Hà Nội
1006522.0,6.4,7.75,5.8,,,,6.5,7.5,9.25,Hà Nội
1006523.0,5.8,7.25,3.6,,,,3.5,5.75,5.75,Hà Nội
1006524.0,8.0,5.25,5.8,4.75,7.25,4.5,,,,Hà Nội
1006525.0,7.6,7.5,,7.25,5.5,7.0,,,,Hà Nội
1006526.0,8.4,9.0,8.2,,,,7.25,8.0,8.5,Hà Nội
1006527.0,6.8,8.0,5.6,,,,7.0,8.0,8.5,Hà Nội
1006528.0,7.4,8.5,8.0,3.75,3.75,5.0,,,,Hà Nội
1006529.0,7.2,8.0,7.8,,,,7.75,7.0,7.75,Hà Nội
1006530.0,8.2,7.5,8.2,7.75,4.5,6.75,,,,Hà Nội
1006531.0,7.2,7.0,7.6,,,,5.5,6.75,7.5,Hà Nội
1006532.0,8.0,8.0,7.2,7.75,7.0,4.25,,,,Hà Nội
1006533.0,8.4,8.75,7.8,,,,8.25,8.0,8.75,Hà Nội
1006534.0,6.6,7.75,5.2,,,,5.75,6.25,8.25,Hà Nội
1006535.0,6.4,7.25,3.6,,,,6.5,7.75,9.25,Hà Nội
1006536.0,7.6,7.0,9.6,,,,7.25,7.0,8.75,Hà Nội
1006537.0,7.6,7.75,4.8,,,,6.25,7.25,7.5,Hà Nội
1006538.0,7.4,6.5,5.6,3.5,7.75,7.75,,,,Hà Nội
1006539.0,8.8,8.75,8.8,7.75,4.5,4.25,,,,Hà Nội
1006540.0,6.8,8.75,8.8,,,,6.0,6.75,9.5,Hà Nội
1006541.0,4.0,5.75,8.6,,,,5.25,5.5,7.0,Hà Nội
1006542.0,4.8,5.25,3.6,,,,6.25,5.75,6.25,Hà Nội
1006543.0,8.8,6.25,8.0,8.75,2.5,4.5,,,,Hà Nội
1006544.0,7.2,6.75,3.8,,,,7.75,8.5,9.25,Hà Nội
1006545.0,5.0,8.25,6.8,,,,6.25,6.25,7.75,Hà Nội
1006546.0,8.4,7.5,9.6,8.25,9.25,9.0,,,,Hà Nội
1006547.0,8.2,7.5,8.0,7.75,4.75,7.0,,,,Hà Nội
1006548.0,5.0,7.25,5.4,,,,6.5,6.5,7.5,Hà Nội
1006549.0,8.6,8.0,9.2,9.5,7.75,7.0,,,,Hà Nội
1006550.0,7.6,7.5,6.2,,,,7.5,7.25,7.25,Hà Nội
1006551.0,8.8,7.75,6.0,7.5,4.0,6.25,,,,Hà Nội
1006552.0,5.4,7.5,3.6,,,,5.5,6.0,8.75,Hà Nội
1006553.0,8.6,7.75,6.8,7.25,5.5,7.25,,,,Hà Nội
1006554.0,8.0,8.0,,6.25,5.25,5.5,,,,Hà Nội
1006555.0,6.4,8.75,6.6,,,,6.5,5.5,6.75,Hà Nội
1006556.0,7.0,7.75,5.4,,,,6.75,6.0,7.0,Hà Nội
1006557.0,7.0,7.0,8.2,6.25,3.25,5.5,,,,Hà Nội
1006558.0,6.6,7.75,9.2,,,,8.0,8.75,9.0,Hà Nội
1006559.0,7.2,8.75,7.8,4.75,8.5,6.25,,,,Hà Nội
1006560.0,8.6,8.5,8.2,,,,8.0,10.0,8.25,Hà Nội
1006561.0,7.4,6.0,9.2,8.0,4.75,5.75,,,,Hà Nội
1006562.0,6.6,8.0,8.0,7.25,6.25,5.0,,,,Hà Nội
1006563.0,4.4,5.67,9.2,,,,7.0,7.0,7.5,Hà Nội
1006564.0,7.6,8.0,7.8,,,,7.5,6.5,7.25,Hà Nội
1006565.0,8.6,8.25,9.4,8.0,5.25,5.5,,,,Hà Nội
1006566.0,8.0,8.0,10.0,7.5,3.5,7.0,,,,Hà Nội
1006567.0,8.4,7.75,8.8,6.5,4.75,6.25,,,,Hà Nội
1006568.0,7.0,7.5,4.2,,,,6.0,5.75,7.5,Hà Nội
1006569.0,6.4,6.75,4.2,4.0,1.75,5.0,,,,Hà Nội
1006570.0,7.2,7.0,6.4,3.75,2.75,5.75,,,,Hà Nội
1006571.0,7.6,8.25,8.2,,,,7.5,8.25,8.75,Hà Nội
1006572.0,5.2,7.75,5.0,,,,5.5,5.5,7.25,Hà Nội
1006573.0,7.2,7.75,8.4,6.25,5.0,6.0,,,,Hà Nội
1006574.0,7.0,7.75,6.2,,,,5.5,6.0,8.0,Hà Nội
1006575.0,8.0,7.25,6.8,,,,6.75,6.0,8.0,Hà Nội
1006576.0,8.4,8.25,8.2,7.75,6.25,5.75,,,,Hà Nội
1006577.0,8.6,6.25,7.4,9.25,9.0,4.5,,,,Hà Nội
1006578.0,8.4,6.75,6.6,8.25,7.5,4.75,,,,Hà Nội
1006579.0,7.4,9.0,7.4,6.75,7.75,7.0,,,,Hà Nội
1006580.0,8.0,8.0,9.0,7.5,7.0,7.0,,,,Hà Nội
1006581.0,3.8,6.25,2.6,,,,3.75,4.5,5.5,Hà Nội
1006582.0,9.0,8.5,8.8,8.5,8.25,6.5,,,,Hà Nội
1006583.0,6.4,6.5,7.6,5.25,6.75,6.75,,,,Hà Nội
1006584.0,6.4,8.0,,6.75,3.25,5.75,,,,Hà Nội
1006585.0,7.0,7.5,5.4,7.25,6.75,3.0,,,,Hà Nội
1006586.0,6.6,7.5,3.6,5.0,5.5,4.75,,,,Hà Nội
1006587.0,5.8,8.0,6.4,,,,5.5,7.75,8.75,Hà Nội
1006588.0,8.4,8.5,7.4,7.75,9.25,6.25,,,,Hà Nội
1006589.0,8.2,9.0,9.4,,,,6.25,6.75,7.5,Hà Nội
1006590.0,5.6,8.25,4.6,,,,7.25,7.0,8.75,Hà Nội
1006591.0,8.6,7.25,9.4,6.5,9.5,7.0,,,,Hà Nội
1006592.0,7.4,6.0,7.8,5.75,4.5,5.25,,,,Hà Nội
1006593.0,7.6,7.75,8.4,,,,8.25,7.5,8.5,Hà Nội
1006594.0,9.0,7.25,9.8,8.25,3.5,6.5,,,,Hà Nội
1006595.0,8.8,7.25,8.8,7.75,6.75,6.75,,,,Hà Nội
1006596.0,7.2,8.75,8.2,,,,6.0,7.25,8.25,Hà Nội
1006597.0,9.0,9.0,8.2,9.5,5.5,6.25,,,,Hà Nội
1006598.0,8.8,9.25,8.6,6.0,4.75,4.75,,,,Hà Nội
1006599.0,7.4,9.0,8.8,,,,6.75,5.75,8.5,Hà Nội
1006600.0,7.4,7.0,3.6,,,,6.25,5.5,8.75,Hà Nội
1006601.0,8.2,9.0,9.4,,,,7.25,8.25,9.5,Hà Nội
1006602.0,6.0,6.75,6.4,,,,7.75,8.5,9.5,Hà Nội
1006603.0,5.4,8.0,8.0,,,,6.5,8.25,7.5,Hà Nội
1006604.0,8.0,9.5,9.0,,,,7.25,6.0,8.5,Hà Nội
1006605.0,5.0,8.5,4.4,,,,7.0,8.75,8.0,Hà Nội
1006606.0,8.2,8.75,8.6,7.0,5.5,7.5,,,,Hà Nội
1006607.0,4.4,7.25,2.8,,,,4.75,6.25,7.25,Hà Nội
1006608.0,8.2,9.25,9.6,,,,7.5,8.25,9.25,Hà Nội
1006609.0,6.8,8.5,7.0,,,,6.5,6.75,9.25,Hà Nội
1006610.0,8.4,8.5,8.8,,,,7.5,8.25,8.0,Hà Nội
1006611.0,8.2,6.5,9.4,5.5,7.25,4.25,,,,Hà Nội
1006612.0,7.6,8.5,9.6,,,,6.75,6.5,8.0,Hà Nội
1006613.0,8.2,8.75,9.4,,,,7.5,7.25,8.25,Hà Nội
1006614.0,8.8,7.75,7.8,4.0,8.25,8.25,,,,Hà Nội
1006615.0,7.4,7.75,5.4,,,,6.0,6.0,7.5,Hà Nội
1006616.0,4.6,8.25,6.2,,,,8.75,8.0,8.25,Hà Nội
1006617.0,8.2,8.75,7.2,,,,9.25,8.75,8.25,Hà Nội
1006618.0,8.2,9.0,9.6,,,,8.5,7.25,9.25,Hà Nội
1006619.0,8.2,8.75,8.6,,,,7.0,8.5,9.0,Hà Nội
1006620.0,8.2,7.0,5.6,6.75,9.0,5.0,,,,Hà Nội
1006621.0,8.2,5.0,9.0,7.25,5.5,5.75,,,,Hà Nội
1006622.0,8.4,9.25,8.2,,,,7.5,6.75,8.75,Hà Nội
1006623.0,7.4,7.5,9.4,4.0,2.5,4.5,,,,Hà Nội
1006624.0,8.2,9.25,9.2,,,,8.5,8.0,8.25,Hà Nội
1006625.0,8.4,6.5,8.4,8.5,8.75,5.75,,,,Hà Nội
1006626.0,8.4,9.5,8.6,,,,5.75,7.75,8.25,Hà Nội
1006627.0,5.8,9.0,7.6,,,,8.5,8.0,9.0,Hà Nội
1006628.0,4.8,8.75,4.2,,,,6.0,8.5,8.25,Hà Nội
1006629.0,8.4,8.5,9.2,,,,5.75,8.0,9.5,Hà Nội
1006630.0,7.4,8.0,5.8,,,,5.75,7.25,8.25,Hà Nội
1006631.0,8.2,9.0,6.6,,,,8.0,6.5,9.25,Hà Nội
1006632.0,8.6,9.5,8.8,,,,8.5,8.5,9.75,Hà Nội
1006633.0,8.6,8.5,6.6,7.75,7.75,5.0,,,,Hà Nội
1006634.0,6.8,8.25,6.0,,,,6.0,8.75,7.5,Hà Nội
1006635.0,7.8,9.0,8.4,,,,7.25,6.5,8.5,Hà Nội
1006636.0,7.0,8.5,8.4,,,,5.5,7.5,8.75,Hà Nội
1006637.0,5.8,5.25,2.4,,,,3.75,6.0,5.5,Hà Nội
1006638.0,6.2,8.0,4.8,,,,8.25,6.5,10.0,Hà Nội
1006639.0,5.6,8.25,3.6,,,,6.0,5.0,6.75,Hà Nội
1006640.0,7.4,8.25,6.2,,,,8.25,8.75,8.5,Hà Nội
1006641.0,5.6,8.5,5.0,,,,7.0,7.5,8.75,Hà Nội
1006642.0,8.8,7.5,9.6,8.75,8.0,6.25,,,,Hà Nội
1006643.0,8.2,8.75,8.2,,,,8.75,8.0,9.25,Hà Nội
1006644.0,8.6,7.5,8.8,5.0,4.0,5.0,,,,Hà Nội
1006645.0,7.8,8.75,8.0,,,,6.75,7.0,7.25,Hà Nội
1006646.0,7.4,7.75,4.8,,,,6.75,6.25,8.5,Hà Nội
1006647.0,5.4,3.75,4.8,,,,5.0,4.75,8.0,Hà Nội
1006648.0,8.0,7.25,5.8,6.75,7.25,4.75,,,,Hà Nội
1006649.0,7.6,8.75,7.2,,,,7.5,7.25,9.25,Hà Nội
1006650.0,7.4,8.75,8.2,,,,5.25,6.5,7.25,Hà Nội
1006651.0,8.2,9.5,9.0,,,,8.0,6.75,8.5,Hà Nội
1006652.0,7.8,8.75,7.8,,,,6.5,6.75,8.25,Hà Nội
1006653.0,7.4,7.5,4.8,,,,5.5,7.0,7.25,Hà Nội
1006654.0,6.2,7.75,5.6,,,,5.0,5.25,8.5,Hà Nội
1006655.0,7.4,6.25,7.0,,,,5.75,7.25,9.25,Hà Nội
1006656.0,9.4,8.0,8.0,8.5,5.5,5.25,,,,Hà Nội
1006657.0,8.2,9.25,9.4,,,,8.75,8.5,9.25,Hà Nội
1006658.0,6.2,8.25,6.0,,,,7.0,7.0,9.0,Hà Nội
1006659.0,7.2,8.5,8.4,7.5,6.5,6.75,,,,Hà Nội
1006660.0,7.8,8.0,6.0,,,,5.25,7.25,7.5,Hà Nội
1006661.0,9.2,9.0,8.8,,,,8.25,8.0,9.0,Hà Nội
1006662.0,8.0,7.25,6.8,7.5,6.75,5.25,,,,Hà Nội
1006663.0,7.8,9.25,8.4,,,,8.0,7.75,8.25,Hà Nội
1006664.0,7.0,8.5,9.2,7.5,5.25,7.5,,,,Hà Nội
1006665.0,6.6,8.5,8.4,,,,9.25,8.75,8.25,Hà Nội
1006666.0,8.0,9.0,8.0,,,,6.5,7.25,8.0,Hà Nội
1006667.0,5.8,8.0,4.6,,,,5.75,6.5,8.5,Hà Nội
1006668.0,7.2,8.25,8.2,4.0,6.75,7.5,,,,Hà Nội
1006669.0,5.2,8.0,2.6,,,,5.5,5.5,7.75,Hà Nội
1006670.0,7.8,8.25,7.8,,,,9.0,8.5,9.0,Hà Nội
1006671.0,5.4,7.0,7.2,,,,7.75,6.5,8.25,Hà Nội
1006672.0,7.4,7.5,8.2,6.75,5.5,5.0,,,,Hà Nội
1006673.0,7.6,6.5,4.0,5.0,4.5,4.75,,,,Hà Nội
1006674.0,8.2,8.0,9.6,6.0,9.25,5.5,,,,Hà Nội
1006675.0,8.0,8.25,8.6,,,,8.75,7.5,8.75,Hà Nội
1006676.0,5.4,6.75,4.0,,,,5.25,6.75,8.75,Hà Nội
1006677.0,4.8,6.25,4.2,,,,4.5,6.5,6.0,Hà Nội
1006678.0,7.4,7.0,7.4,3.5,8.5,8.75,,,,Hà Nội
1006679.0,8.0,8.5,8.0,,,,7.0,7.75,7.75,Hà Nội
1006680.0,8.2,7.75,9.6,,,,8.0,8.25,8.25,Hà Nội
1006681.0,7.2,8.0,8.0,,,,7.75,6.5,7.25,Hà Nội
1006682.0,7.6,8.25,9.0,2.5,6.0,6.75,,,,Hà Nội
1006683.0,7.6,7.0,8.4,7.0,4.5,7.5,,,,Hà Nội
1006684.0,8.0,8.0,7.8,,,,7.0,8.5,9.0,Hà Nội
1006685.0,8.2,6.5,8.8,5.5,5.5,4.75,,,,Hà Nội
1006686.0,6.6,7.75,4.6,,,,5.75,8.0,7.5,Hà Nội
1006687.0,4.8,7.5,4.4,,,,6.0,6.25,8.0,Hà Nội
1006688.0,7.4,8.25,7.8,,,,7.25,8.25,8.0,Hà Nội
1006689.0,8.2,9.0,9.2,,,,8.0,7.25,8.5,Hà Nội
1006690.0,6.6,8.75,7.6,,,,6.25,8.0,9.0,Hà Nội
1006691.0,5.0,6.5,3.6,5.0,5.75,7.0,,,,Hà Nội
1006692.0,8.6,7.0,7.8,7.25,9.5,5.75,,,,Hà Nội
1006693.0,8.2,8.5,7.0,,,,7.5,7.25,8.75,Hà Nội
1006694.0,8.4,7.5,8.4,8.0,6.25,5.25,,,,Hà Nội
1006695.0,7.0,7.75,3.8,,,,3.25,5.0,6.75,Hà Nội
1006696.0,8.4,8.0,9.6,,,,7.0,7.5,8.5,Hà Nội
1006697.0,7.4,8.5,8.0,,,,6.75,8.0,9.25,Hà Nội
1006698.0,7.4,8.5,7.8,,,,6.25,6.0,7.75,Hà Nội
1006699.0,8.6,9.0,9.0,,,,10.0,8.0,9.25,Hà Nội
1006700.0,6.6,7.25,4.0,,,,6.25,8.75,8.25,Hà Nội
1006701.0,7.0,8.75,9.0,,,,5.25,6.75,6.25,Hà Nội
1006702.0,8.4,8.75,8.4,,,,8.75,7.75,8.5,Hà Nội
1006703.0,5.6,8.25,7.8,,,,7.0,8.0,8.5,Hà Nội
1006704.0,7.4,7.75,8.8,,,,7.25,8.25,8.75,Hà Nội
1006705.0,7.2,9.0,8.0,,,,7.75,7.25,9.0,Hà Nội
1006706.0,4.0,7.75,7.6,,,,6.75,5.75,7.5,Hà Nội
1006707.0,7.2,7.75,4.4,,,,3.5,6.25,8.5,Hà Nội
1006708.0,7.6,8.0,8.0,,,,7.5,8.25,7.5,Hà Nội
1006709.0,6.4,8.75,7.6,,,,6.25,7.25,8.75,Hà Nội
1006710.0,8.0,8.5,9.2,,,,7.25,7.25,7.5,Hà Nội
1006711.0,6.8,8.5,4.6,,,,6.0,7.25,6.0,Hà Nội
1006712.0,8.2,9.0,8.6,,,,8.0,7.25,8.0,Hà Nội
1006713.0,7.8,9.0,8.6,,,,7.5,7.5,9.25,Hà Nội
1006714.0,6.6,8.5,8.4,,,,7.0,5.25,8.0,Hà Nội
1006715.0,6.4,7.25,5.2,,,,6.25,5.25,7.75,Hà Nội
1006716.0,8.4,8.25,7.6,,,,7.75,6.75,8.0,Hà Nội
1006717.0,7.0,8.25,2.4,,,,8.25,9.25,8.5,Hà Nội
1006718.0,6.6,8.0,4.8,,,,6.75,5.75,7.5,Hà Nội
1006719.0,7.6,8.5,9.4,,,,6.75,5.75,7.25,Hà Nội
1006720.0,7.8,8.75,8.2,,,,7.25,7.25,9.5,Hà Nội
1006721.0,3.8,7.25,4.8,,,,4.75,7.25,7.5,Hà Nội
1006722.0,7.8,9.0,8.2,,,,7.25,7.0,8.0,Hà Nội
1006724.0,5.6,7.75,5.0,,,,5.0,7.25,9.25,Hà Nội
1006725.0,6.4,9.0,8.2,,,,7.75,7.0,7.0,Hà Nội
1006726.0,8.2,9.0,7.4,,,,7.0,7.25,9.25,Hà Nội
1006727.0,7.6,8.0,6.2,,,,8.75,8.5,9.25,Hà Nội
1006728.0,8.4,8.25,8.2,,,,7.5,6.5,6.5,Hà Nội
1006729.0,5.6,7.25,3.2,,,,4.75,5.75,8.5,Hà Nội
1006730.0,7.6,7.75,8.4,,,,8.5,9.25,9.0,Hà Nội
1006731.0,8.2,8.5,6.2,,,,9.5,8.75,7.5,Hà Nội
1006732.0,7.2,7.75,7.8,,,,5.25,5.75,7.75,Hà Nội
1006733.0,5.2,9.0,6.2,,,,8.25,9.0,7.5,Hà Nội
1006734.0,7.2,7.0,5.8,,,,7.0,6.25,7.25,Hà Nội
1006735.0,5.8,7.5,5.2,,,,7.0,6.25,8.5,Hà Nội
1006736.0,7.2,8.5,7.6,,,,7.0,7.0,8.25,Hà Nội
1006737.0,2.4,6.75,4.6,,,,7.0,6.75,8.25,Hà Nội
1006738.0,7.2,9.0,7.4,,,,5.0,6.25,6.5,Hà Nội
1006739.0,2.8,7.25,3.2,,,,4.0,6.0,7.25,Hà Nội
1006740.0,8.0,9.25,7.8,,,,5.5,7.75,7.75,Hà Nội
1006741.0,5.6,7.75,2.8,,,,5.5,6.75,7.25,Hà Nội
1006742.0,7.0,7.75,4.2,,,,5.25,7.0,9.0,Hà Nội
1006743.0,8.6,9.25,7.6,,,,6.75,9.0,8.25,Hà Nội
1006744.0,8.6,9.25,9.0,,,,6.75,7.25,8.75,Hà Nội
1006745.0,5.4,6.0,5.0,,,,6.0,7.25,9.0,Hà Nội
1006746.0,7.2,7.0,3.0,,,,6.25,4.0,8.25,Hà Nội
1006747.0,8.6,9.0,7.2,,,,6.0,7.25,8.5,Hà Nội
1006748.0,8.2,9.0,7.4,,,,9.25,9.25,9.25,Hà Nội
1006749.0,7.6,9.0,7.6,,,,7.25,7.5,8.75,Hà Nội
1006750.0,7.8,9.0,9.6,,,,9.75,8.0,8.75,Hà Nội
1006751.0,7.4,7.25,6.2,,,,6.0,6.5,8.75,Hà Nội
1006752.0,8.2,8.5,8.0,,,,8.0,8.5,8.5,Hà Nội
1006753.0,6.4,8.0,7.8,,,,6.5,8.25,9.0,Hà Nội
1006754.0,2.2,7.5,3.0,,,,4.0,5.5,7.25,Hà Nội
1006755.0,7.4,8.0,5.6,,,,8.0,7.75,8.5,Hà Nội
1006756.0,8.2,8.25,9.0,,,,9.0,8.0,9.25,Hà Nội
1006757.0,3.6,7.25,2.8,,,,7.5,7.75,8.0,Hà Nội
1006758.0,6.8,8.0,7.8,,,,7.5,8.75,9.25,Hà Nội
1006759.0,8.4,9.0,8.8,,,,7.75,6.5,8.0,Hà Nội
1006760.0,7.8,8.5,8.2,,,,8.25,8.25,9.0,Hà Nội
1006761.0,6.0,5.75,3.6,,,,4.0,6.25,7.25,Hà Nội
1006762.0,6.6,8.25,7.4,,,,8.5,8.0,8.75,Hà Nội
1006763.0,8.4,8.25,9.8,,,,8.25,8.5,9.0,Hà Nội
1006764.0,7.8,8.5,7.8,,,,5.75,6.25,9.0,Hà Nội
1006765.0,7.8,7.75,7.4,,,,9.5,6.75,7.5,Hà Nội
1006766.0,8.6,8.5,7.4,,,,9.25,9.5,8.0,Hà Nội
1006767.0,7.8,9.0,5.0,,,,7.25,7.25,7.75,Hà Nội
1006768.0,7.0,8.75,7.2,,,,6.75,6.5,8.25,Hà Nội
1006769.0,7.6,8.5,6.2,,,,7.5,6.25,7.5,Hà Nội
1006770.0,8.0,8.75,8.4,,,,7.0,8.5,8.75,Hà Nội
1006771.0,6.8,8.75,7.0,,,,7.0,7.0,8.75,Hà Nội
1006772.0,4.8,7.5,2.8,,,,4.5,5.0,7.25,Hà Nội
1006773.0,8.2,8.75,6.4,,,,9.0,8.75,9.5,Hà Nội
1006774.0,7.2,8.75,7.6,,,,7.0,6.75,8.5,Hà Nội
1006775.0,7.2,8.25,6.8,,,,6.25,9.25,9.0,Hà Nội
1006776.0,8.4,8.0,7.4,,,,7.25,7.0,9.0,Hà Nội
1006777.0,5.6,8.0,5.6,,,,5.25,5.75,7.0,Hà Nội
1006778.0,7.2,8.0,6.0,,,,6.25,7.0,8.25,Hà Nội
1006779.0,7.6,7.0,8.2,,,,6.25,6.25,8.75,Hà Nội
1006780.0,5.0,8.0,8.6,,,,7.0,7.25,8.75,Hà Nội
1006781.0,7.8,7.75,4.6,,,,5.0,6.5,7.5,Hà Nội
1006782.0,8.6,7.5,6.4,,,,5.25,6.5,8.75,Hà Nội
1006783.0,8.0,8.75,9.0,,,,7.0,6.5,7.25,Hà Nội
1006784.0,5.8,9.0,7.8,,,,7.5,7.0,7.75,Hà Nội
1006785.0,4.8,7.75,2.8,,,,5.25,6.0,6.25,Hà Nội
1006786.0,7.6,9.25,8.2,,,,6.5,7.25,7.75,Hà Nội
1006787.0,5.4,8.25,5.2,,,,6.5,7.25,8.0,Hà Nội
1006788.0,8.0,9.25,8.6,,,,8.0,8.0,7.75,Hà Nội
1006789.0,8.0,9.5,8.8,,,,7.5,7.75,8.5,Hà Nội
1006790.0,8.6,9.25,8.2,,,,7.0,7.5,8.75,Hà Nội
1006791.0,7.8,9.25,8.2,,,,7.25,8.75,7.75,Hà Nội
1006792.0,6.4,9.0,8.4,,,,7.0,7.5,9.75,Hà Nội
1006793.0,8.0,9.5,9.0,,,,7.5,8.0,9.5,Hà Nội
1006794.0,8.4,9.0,9.6,,,,8.25,9.0,9.5,Hà Nội
1006795.0,7.6,9.0,8.0,,,,9.0,8.0,9.5,Hà Nội
1006796.0,5.0,8.75,7.0,,,,8.25,7.75,8.25,Hà Nội
1006797.0,4.2,8.25,3.4,,,,4.0,6.25,8.75,Hà Nội
1006798.0,8.2,9.0,8.8,,,,7.0,8.25,9.25,Hà Nội
1006799.0,3.0,9.0,6.6,,,,7.0,8.0,8.0,Hà Nội
1006800.0,5.0,8.75,5.6,,,,5.25,6.5,7.5,Hà Nội
1006801.0,7.8,8.75,6.6,,,,6.75,5.75,7.75,Hà Nội
1006802.0,8.0,8.0,8.4,,,,6.0,5.75,8.75,Hà Nội
1006803.0,7.0,8.5,9.4,,,,6.5,8.25,8.75,Hà Nội
1006804.0,7.6,9.0,6.0,,,,7.25,7.25,8.75,Hà Nội
1006805.0,7.6,8.5,8.0,,,,6.5,6.25,8.0,Hà Nội
1006807.0,8.2,9.0,9.0,,,,6.5,7.75,8.25,Hà Nội
1006808.0,6.2,7.75,7.2,,,,4.75,6.75,5.75,Hà Nội
1006809.0,6.6,8.25,6.4,,,,6.0,6.25,8.75,Hà Nội
1006810.0,6.8,9.0,8.8,,,,8.5,8.75,9.0,Hà Nội
1006811.0,6.2,8.5,4.6,,,,6.75,7.75,7.0,Hà Nội
1006812.0,7.4,8.75,9.0,,,,6.75,7.75,8.75,Hà Nội
1006813.0,7.8,9.0,8.4,,,,7.25,7.25,7.75,Hà Nội
1006815.0,6.6,8.75,6.4,,,,5.0,7.0,8.5,Hà Nội
1006816.0,8.6,8.5,6.4,,,,8.0,6.75,9.25,Hà Nội
1006817.0,8.2,8.75,7.2,,,,7.75,7.25,7.75,Hà Nội
1006818.0,7.8,9.0,8.8,,,,6.75,6.75,7.5,Hà Nội
1006819.0,5.8,7.25,6.4,,,,5.75,6.5,9.0,Hà Nội
