sbd,toan,van,ngoaiNgu,vatLy,hoaHoc,sinhHoc,lichSu,diaLy,gdcd,province_name
1001690.0,8.2,9.0,6.6,,,,6.25,7.75,8.0,Hà Nội
1001691.0,6.2,8.25,5.6,,,,6.75,7.75,6.5,Hà Nội
1001692.0,7.4,9.0,8.8,,,,7.5,7.5,8.25,Hà Nội
1001693.0,8.4,9.25,8.6,,,,6.75,7.0,7.5,Hà Nội
1001694.0,3.6,4.75,,,,,4.0,4.75,,Hà Nội
1001695.0,8.4,9.0,9.8,,,,9.25,8.75,9.25,Hà Nội
1001696.0,8.2,8.25,9.0,,,,8.0,9.0,9.0,Hà Nội
1001697.0,7.6,8.5,8.4,,,,5.5,6.25,7.25,Hà Nội
1001698.0,8.2,8.5,8.8,,,,8.5,8.5,8.0,Hà Nội
1001699.0,4.6,8.0,,,,,6.0,5.5,,Hà Nội
1001700.0,6.6,8.0,8.4,,,,6.0,6.25,6.5,Hà Nội
1001701.0,7.2,8.0,4.6,,,,6.5,7.0,9.25,Hà Nội
1001702.0,8.2,9.0,9.4,,,,8.0,7.75,8.0,Hà Nội
1001703.0,7.2,9.0,7.0,,,,6.25,8.25,8.75,Hà Nội
1001704.0,6.8,8.75,7.2,,,,6.25,8.0,8.0,Hà Nội
1001705.0,8.0,9.25,8.4,,,,7.5,7.5,8.0,Hà Nội
1001706.0,8.2,8.5,3.2,,,,8.75,8.75,8.75,Hà Nội
1001707.0,8.6,9.0,8.4,,,,6.0,7.25,6.5,Hà Nội
1001708.0,8.2,8.25,8.0,,,,7.0,7.5,8.5,Hà Nội
1001709.0,6.2,9.0,8.6,,,,6.0,6.0,7.0,Hà Nội
1001710.0,8.6,8.5,6.8,,,,6.25,7.25,9.25,Hà Nội
1001711.0,7.6,9.0,9.8,,,,8.75,9.0,8.75,Hà Nội
1001712.0,7.6,8.75,,,,,9.75,9.0,,Hà Nội
1001713.0,,4.25,,,,,5.25,6.25,,Hà Nội
1001714.0,7.8,8.25,,,,,6.75,8.0,8.5,Hà Nội
1001715.0,6.8,6.0,7.4,,,,6.5,6.25,7.75,Hà Nội
1001716.0,8.0,8.5,8.2,,,,8.0,6.75,8.75,Hà Nội
1001717.0,6.8,6.25,9.0,,,,7.0,6.75,7.75,Hà Nội
1001718.0,,6.25,,,,,7.5,6.0,,Hà Nội
1001719.0,6.4,7.25,5.4,,,,7.75,7.5,8.5,Hà Nội
1001720.0,3.6,6.5,,,,,5.25,6.0,,Hà Nội
1001721.0,8.4,8.75,8.2,,,,8.5,9.25,9.5,Hà Nội
1001722.0,,6.75,,,,,6.5,6.0,6.0,Hà Nội
1001723.0,5.8,8.25,,,,,6.0,6.0,,Hà Nội
1001724.0,5.2,6.25,4.0,,,,6.5,7.75,7.75,Hà Nội
1001725.0,7.4,9.25,6.6,,,,6.5,6.75,7.25,Hà Nội
1001726.0,7.6,8.75,8.6,,,,8.75,7.0,6.75,Hà Nội
1001727.0,7.8,8.5,9.4,,,,5.75,8.0,,Hà Nội
1001728.0,5.0,8.5,5.4,,,,7.25,7.0,7.75,Hà Nội
1001729.0,,8.0,,,,,9.5,10.0,,Hà Nội
1001730.0,5.4,7.0,,,,,4.25,7.5,,Hà Nội
1001731.0,8.2,7.0,9.4,,,,8.25,9.0,9.25,Hà Nội
1001732.0,7.0,8.5,8.0,,,,8.0,7.0,8.5,Hà Nội
1001733.0,7.8,9.0,8.0,,,,6.75,7.0,7.0,Hà Nội
1001734.0,8.8,9.5,9.4,,,,8.25,8.25,8.5,Hà Nội
1001735.0,8.4,9.0,9.0,,,,7.25,8.75,8.5,Hà Nội
1001736.0,8.0,9.25,7.0,,,,7.0,6.5,8.25,Hà Nội
1001737.0,8.4,9.25,8.0,,,,8.75,8.0,8.25,Hà Nội
1001738.0,8.0,9.5,9.2,,,,7.25,8.25,8.5,Hà Nội
1001739.0,6.6,9.25,6.8,,,,8.75,8.0,8.75,Hà Nội
1001740.0,8.0,8.0,8.2,,,,8.25,8.5,9.0,Hà Nội
1001741.0,8.0,8.5,,,,,8.25,7.0,8.0,Hà Nội
1001742.0,7.6,9.0,7.0,,,,7.25,7.0,8.75,Hà Nội
1001743.0,7.4,8.75,7.8,,,,8.75,8.25,8.5,Hà Nội
1001744.0,8.0,8.5,,,,,7.5,7.25,7.75,Hà Nội
1001745.0,8.0,9.25,8.2,,,,8.25,8.25,8.75,Hà Nội
1001746.0,7.4,8.0,6.2,,,,6.5,6.0,7.25,Hà Nội
1001747.0,8.0,9.25,9.4,,,,7.75,7.25,8.5,Hà Nội
1001748.0,8.6,9.0,8.4,,,,9.25,7.25,8.25,Hà Nội
1001749.0,6.6,9.5,8.2,,,,7.5,8.25,7.5,Hà Nội
1001750.0,6.4,9.25,7.0,,,,6.25,7.5,7.5,Hà Nội
1001751.0,7.6,8.5,5.0,,,,6.75,7.0,8.5,Hà Nội
1001752.0,5.8,9.0,5.6,,,,7.0,9.25,8.0,Hà Nội
1001753.0,6.0,8.0,8.4,,,,5.75,6.25,9.0,Hà Nội
1001754.0,7.6,9.0,8.8,,,,8.25,8.25,8.5,Hà Nội
1001755.0,7.2,9.25,8.4,,,,6.75,8.5,8.5,Hà Nội
1001756.0,8.8,9.0,8.6,,,,8.25,8.5,8.75,Hà Nội
1001757.0,7.0,8.5,8.0,,,,7.25,7.75,8.5,Hà Nội
1001758.0,7.6,7.75,6.6,,,,7.0,8.75,8.25,Hà Nội
1001759.0,5.2,8.0,,,,,8.25,7.25,8.5,Hà Nội
1001760.0,7.2,9.25,8.8,,,,7.0,7.5,9.5,Hà Nội
1001761.0,8.6,8.75,8.8,,,,7.25,8.0,9.5,Hà Nội
1001762.0,8.4,7.5,8.2,,,,7.25,7.75,9.5,Hà Nội
1001763.0,7.6,7.75,8.0,,,,,,,Hà Nội
1001764.0,3.4,6.25,,,,,3.5,5.5,,Hà Nội
1001765.0,7.4,8.75,9.0,,,,8.5,8.5,9.0,Hà Nội
1001766.0,5.2,9.5,4.6,,,,7.0,8.75,9.0,Hà Nội
1001767.0,7.6,9.0,8.2,,,,7.75,7.0,9.5,Hà Nội
1001768.0,,8.25,,,,,8.25,9.25,,Hà Nội
1001769.0,8.0,9.25,9.2,,,,7.5,7.5,8.25,Hà Nội
1001770.0,8.6,9.0,6.8,,,,,9.0,,Hà Nội
1001771.0,7.2,7.5,8.4,,,,6.5,8.0,8.25,Hà Nội
1001772.0,6.6,8.25,8.8,,,,6.5,8.5,8.25,Hà Nội
1001773.0,7.6,8.0,8.6,,,,7.75,9.0,9.0,Hà Nội
1001774.0,8.4,9.0,7.8,,,,6.75,7.25,8.5,Hà Nội
1001775.0,6.0,8.75,7.6,,,,5.25,7.25,7.5,Hà Nội
1001776.0,7.6,8.5,8.6,,,,7.25,7.75,8.0,Hà Nội
1001777.0,7.8,8.25,9.2,,,,6.25,7.25,8.25,Hà Nội
1001778.0,8.6,8.5,6.6,7.75,5.75,6.5,,,,Hà Nội
1001779.0,7.0,7.5,3.8,,,,7.5,7.75,8.5,Hà Nội
1001780.0,8.2,6.5,,2.75,7.75,3.75,,,,Hà Nội
1001781.0,8.2,8.5,,,,,7.75,8.0,8.25,Hà Nội
1001782.0,9.0,6.5,9.2,5.75,10.0,8.75,,,,Hà Nội
1001783.0,9.2,8.0,9.0,8.0,5.0,6.25,,,,Hà Nội
1001784.0,7.0,6.75,7.4,3.0,5.75,4.75,,,,Hà Nội
1001785.0,8.0,8.0,8.6,6.0,5.5,6.75,,,,Hà Nội
1001786.0,7.4,8.75,9.2,7.25,3.75,3.0,,,,Hà Nội
1001787.0,8.6,7.75,8.4,6.0,5.75,5.5,,,,Hà Nội
1001788.0,6.2,8.5,,,,,7.5,6.75,8.0,Hà Nội
1001789.0,8.4,8.25,,,,,7.75,8.25,8.0,Hà Nội
1001790.0,8.2,7.5,,8.0,7.25,7.0,,,,Hà Nội
1001791.0,7.6,7.25,8.6,8.25,9.0,6.75,,,,Hà Nội
1001792.0,7.6,7.5,6.6,3.0,7.75,5.0,,,,Hà Nội
1001793.0,7.2,6.25,7.8,6.5,3.75,5.25,,,,Hà Nội
1001794.0,7.8,8.25,9.2,6.0,8.25,5.5,,,,Hà Nội
1001795.0,7.6,5.5,4.4,7.75,8.0,3.5,,,,Hà Nội
1001796.0,7.4,8.25,6.2,8.0,7.75,5.0,,,,Hà Nội
1001797.0,8.6,7.5,7.0,7.25,8.5,4.25,,,,Hà Nội
1001798.0,6.4,5.5,6.0,5.75,4.0,5.0,,,,Hà Nội
1001799.0,8.2,8.5,8.4,7.0,4.75,6.75,,,,Hà Nội
1001800.0,8.4,6.5,8.4,8.0,5.0,5.5,,,,Hà Nội
1001801.0,7.4,8.5,7.8,5.0,3.5,5.25,,,,Hà Nội
1001802.0,8.6,8.25,5.2,8.0,8.0,8.0,,,,Hà Nội
1001803.0,7.8,8.0,8.0,4.25,9.0,6.5,,,,Hà Nội
1001804.0,8.2,7.25,8.0,8.25,5.0,5.5,,,,Hà Nội
1001805.0,8.2,6.75,,8.25,5.75,5.0,,,,Hà Nội
1001806.0,8.6,6.5,7.6,8.5,3.5,5.25,,,,Hà Nội
1001807.0,8.0,6.5,8.4,4.25,8.5,6.0,,,,Hà Nội
1001808.0,8.0,8.25,7.0,5.5,8.0,5.25,,,,Hà Nội
1001809.0,8.2,7.5,9.4,8.5,8.5,8.5,,,,Hà Nội
1001810.0,8.2,8.25,6.8,8.25,5.5,5.75,,,,Hà Nội
1001811.0,7.6,5.5,7.8,9.0,4.0,4.75,,,,Hà Nội
1001812.0,7.8,7.75,7.2,6.5,4.75,6.0,,,,Hà Nội
1001813.0,8.4,6.25,6.0,8.5,8.5,3.75,,,,Hà Nội
1001814.0,8.6,8.5,8.8,8.0,7.5,6.25,,,,Hà Nội
1001815.0,8.0,6.75,8.8,7.25,4.5,5.0,,,,Hà Nội
1001816.0,8.0,7.25,8.2,8.0,6.0,6.5,,,,Hà Nội
1001817.0,7.8,5.25,7.2,6.75,4.25,5.5,,,,Hà Nội
1001818.0,8.4,6.75,8.6,7.0,7.75,6.5,,,,Hà Nội
1001819.0,8.0,7.75,8.4,8.5,9.25,8.25,,,,Hà Nội
1001820.0,5.2,4.25,,4.5,4.25,3.75,,,,Hà Nội
1001821.0,5.8,7.5,,,,,6.0,5.25,7.5,Hà Nội
1001822.0,7.4,7.5,8.6,5.75,8.25,6.0,,,,Hà Nội
1001823.0,7.4,8.5,9.2,6.75,7.0,6.5,,,,Hà Nội
1001824.0,8.6,8.0,8.6,7.25,5.25,7.25,,,,Hà Nội
1001825.0,8.2,8.0,8.8,7.5,4.75,6.25,,,,Hà Nội
1001826.0,8.8,8.0,8.8,,,,7.0,7.75,7.75,Hà Nội
1001827.0,4.8,8.0,,,,,6.25,7.25,6.75,Hà Nội
1001828.0,5.6,8.25,4.4,,,,6.5,7.5,7.25,Hà Nội
1001829.0,8.2,7.0,8.0,8.25,5.0,5.5,,,,Hà Nội
1001830.0,8.0,7.0,8.4,7.75,5.0,4.75,,,,Hà Nội
1001831.0,8.6,8.0,8.8,5.25,8.5,7.25,,,,Hà Nội
1001832.0,7.0,6.5,8.0,3.5,3.75,4.75,,,,Hà Nội
1001833.0,8.6,5.0,5.2,2.5,9.0,7.5,,,,Hà Nội
1001834.0,8.4,7.0,7.4,7.5,5.25,5.75,,,,Hà Nội
1001835.0,8.8,7.25,6.8,9.0,8.75,7.0,,,,Hà Nội
1001836.0,9.0,8.0,8.8,8.5,6.75,6.75,,,,Hà Nội
1001837.0,9.0,8.75,,9.0,6.25,4.5,,,,Hà Nội
1001838.0,7.6,9.0,,,,,7.75,8.25,8.75,Hà Nội
1001839.0,8.2,8.75,7.8,7.0,3.75,3.0,,,,Hà Nội
1001840.0,7.6,8.0,8.0,6.25,5.5,5.0,,,,Hà Nội
1001841.0,7.4,7.5,5.0,7.0,8.75,5.0,,,,Hà Nội
1001842.0,5.4,7.75,6.0,6.0,3.5,6.0,,,,Hà Nội
1001843.0,8.0,5.25,7.6,8.25,7.0,7.0,,,,Hà Nội
1001844.0,8.4,4.75,9.4,7.25,3.5,4.25,,,,Hà Nội
1001845.0,8.2,9.0,9.2,7.75,4.75,5.75,,,,Hà Nội
1001846.0,7.6,7.25,6.2,2.75,7.75,6.0,,,,Hà Nội
1001847.0,8.0,5.75,7.2,6.75,4.75,6.25,,,,Hà Nội
1001848.0,8.6,8.0,,7.5,4.5,3.5,,,,Hà Nội
1001849.0,8.4,7.25,8.4,9.25,9.5,6.5,,,,Hà Nội
1001850.0,7.6,8.5,8.0,4.75,2.5,6.0,,,,Hà Nội
1001851.0,8.6,9.0,9.2,8.0,7.0,7.25,,,,Hà Nội
1001852.0,8.0,8.5,9.4,8.25,7.0,7.75,,,,Hà Nội
1001853.0,8.8,9.0,,7.75,6.5,6.5,,,,Hà Nội
1001854.0,7.2,8.75,8.0,7.25,6.5,7.5,,,,Hà Nội
1001855.0,6.2,8.5,8.8,6.0,7.0,7.5,,,,Hà Nội
1001856.0,8.6,8.5,9.6,9.0,5.25,6.5,,,,Hà Nội
1001857.0,8.2,8.0,6.2,6.75,2.5,5.25,,,,Hà Nội
1001858.0,7.2,8.75,9.6,,,,7.25,7.75,8.5,Hà Nội
1001859.0,7.8,7.75,7.2,7.25,3.0,4.0,,,,Hà Nội
1001860.0,7.4,7.75,,,,,8.0,8.5,9.25,Hà Nội
1001861.0,7.8,8.25,6.8,6.75,5.25,5.5,,,,Hà Nội
1001862.0,8.4,9.25,8.0,,,,8.25,7.5,8.5,Hà Nội
1001863.0,5.2,8.25,,,,,6.75,7.0,8.5,Hà Nội
1001864.0,8.6,7.0,8.8,7.75,3.75,6.0,,,,Hà Nội
1001865.0,7.6,8.75,8.2,5.0,3.5,6.5,,,,Hà Nội
1001866.0,8.2,8.5,9.2,7.75,4.75,6.25,,,,Hà Nội
1001867.0,8.6,8.75,9.0,7.5,4.0,5.25,,,,Hà Nội
1001868.0,8.2,8.5,7.2,6.5,6.0,6.25,,,,Hà Nội
1001869.0,7.6,8.75,8.8,4.25,8.0,7.5,,,,Hà Nội
1001870.0,8.4,8.5,,,,,8.25,9.5,9.5,Hà Nội
1001871.0,6.6,8.25,,4.75,2.75,4.75,,,,Hà Nội
1001872.0,8.0,8.5,7.4,,,,5.5,5.5,7.25,Hà Nội
1001873.0,7.8,8.75,8.2,6.75,4.75,6.0,,,,Hà Nội
1001874.0,8.2,9.0,7.0,,,,6.75,7.25,8.0,Hà Nội
1001875.0,8.4,9.5,9.0,,,,7.75,8.25,9.5,Hà Nội
1001876.0,8.0,9.0,8.0,8.0,8.25,5.75,,,,Hà Nội
1001877.0,7.2,8.0,5.4,,,,6.25,7.0,6.75,Hà Nội
1001878.0,8.0,8.0,7.2,8.0,9.0,7.0,,,,Hà Nội
1001879.0,7.4,8.25,8.8,,,,7.25,8.5,9.0,Hà Nội
1001880.0,6.4,8.75,6.4,,,,5.75,6.5,6.75,Hà Nội
1001881.0,8.2,9.0,9.0,,,,9.0,7.5,9.0,Hà Nội
1001882.0,8.2,8.5,7.8,,,,7.25,9.5,8.75,Hà Nội
1001883.0,7.0,8.5,7.6,,,,7.75,6.5,8.25,Hà Nội
1001884.0,8.2,9.25,9.0,,,,7.5,8.75,9.0,Hà Nội
1001885.0,8.0,9.0,9.2,,,,8.0,7.75,8.25,Hà Nội
1001886.0,7.2,8.5,6.4,,,,8.0,9.0,7.5,Hà Nội
1001887.0,7.2,9.25,8.2,,,,7.5,7.0,7.5,Hà Nội
1001888.0,8.2,9.0,8.6,,,,6.25,6.5,8.25,Hà Nội
1001889.0,7.4,8.75,8.4,3.0,5.5,6.0,,,,Hà Nội
1001890.0,7.0,8.5,8.0,,,,9.0,8.75,9.25,Hà Nội
1001891.0,7.8,9.5,9.2,,,,7.75,9.0,9.25,Hà Nội
1001892.0,7.8,8.5,7.8,7.25,5.25,6.0,,,,Hà Nội
1001893.0,4.0,8.5,4.0,,,,5.5,5.75,8.0,Hà Nội
1001894.0,6.0,9.0,9.2,,,,8.0,8.25,7.75,Hà Nội
1001895.0,9.0,7.0,9.6,8.0,5.0,6.25,,,,Hà Nội
1001896.0,7.8,9.0,9.4,,,,7.75,7.0,8.5,Hà Nội
1001897.0,6.4,9.0,8.2,,,,5.25,7.25,8.0,Hà Nội
1001898.0,8.6,9.0,8.2,,,,7.5,8.25,8.0,Hà Nội
1001899.0,8.4,8.75,8.0,5.25,4.5,4.75,,,,Hà Nội
1001900.0,5.8,8.75,6.4,,,,6.5,6.5,7.25,Hà Nội
1001901.0,6.0,8.0,8.8,,,,8.0,7.0,8.25,Hà Nội
1001902.0,6.4,8.75,5.4,,,,8.5,8.25,8.25,Hà Nội
1001903.0,8.6,9.5,6.8,,,,6.25,7.0,8.25,Hà Nội
1001904.0,8.4,9.25,8.6,,,,6.0,7.5,8.5,Hà Nội
1001905.0,7.2,9.25,8.0,,,,5.25,6.25,7.5,Hà Nội
1001906.0,7.4,6.25,9.0,4.25,7.5,5.75,,,,Hà Nội
1001907.0,8.8,8.75,9.6,,,,8.0,8.25,8.75,Hà Nội
1001908.0,8.2,9.0,8.2,,,,6.0,8.25,8.75,Hà Nội
1001909.0,7.8,9.0,9.0,,,,5.5,7.5,8.75,Hà Nội
1001910.0,9.2,8.0,8.8,,,,6.75,6.75,9.0,Hà Nội
1001911.0,6.4,8.5,4.6,,,,4.75,6.0,8.0,Hà Nội
1001912.0,6.8,8.25,9.4,,,,7.75,7.75,8.0,Hà Nội
1001913.0,8.0,9.5,9.0,,,,7.5,8.75,7.75,Hà Nội
1001914.0,8.2,8.25,5.2,5.0,4.75,5.0,,,,Hà Nội
1001915.0,6.6,7.5,5.6,,,,7.25,6.75,8.0,Hà Nội
1001916.0,7.2,9.25,6.6,,,,5.75,6.0,7.25,Hà Nội
1001917.0,8.6,8.5,9.8,,,,8.0,9.0,7.75,Hà Nội
1001918.0,5.0,7.0,5.4,,,,6.0,5.75,7.25,Hà Nội
1001919.0,7.2,8.25,9.2,,,,6.75,8.5,8.5,Hà Nội
1001920.0,7.4,9.25,7.8,,,,8.75,7.5,7.0,Hà Nội
1001921.0,8.4,9.5,9.2,,,,7.75,9.25,8.75,Hà Nội
1001922.0,8.6,9.5,8.8,,,,7.25,7.0,8.25,Hà Nội
1001923.0,8.2,8.25,8.0,,,,7.75,8.25,8.25,Hà Nội
1001924.0,8.4,9.0,8.6,,,,8.5,6.75,8.0,Hà Nội
1001925.0,8.0,9.25,8.4,,,,7.25,6.75,9.25,Hà Nội
1001926.0,7.6,9.0,6.6,,,,8.75,8.25,8.75,Hà Nội
1001927.0,7.0,8.75,8.6,,,,7.25,7.25,8.5,Hà Nội
1001928.0,8.4,9.25,9.8,,,,8.75,8.0,9.75,Hà Nội
1001929.0,8.2,9.0,9.2,6.5,7.25,8.25,,,,Hà Nội
1001930.0,5.8,8.75,6.8,,,,8.5,8.0,8.75,Hà Nội
1001931.0,8.8,9.25,7.8,,,,7.5,7.25,7.75,Hà Nội
1001932.0,7.2,8.5,9.0,,,,6.5,6.25,8.0,Hà Nội
1001933.0,7.8,9.0,8.6,,,,6.75,7.75,7.25,Hà Nội
1001934.0,8.2,8.5,9.4,,,,6.75,8.0,9.25,Hà Nội
1001935.0,7.4,8.75,8.6,,,,7.0,7.0,8.5,Hà Nội
1001936.0,8.0,7.25,8.8,,,,7.0,7.5,9.25,Hà Nội
1001937.0,6.8,8.0,9.8,,,,9.25,7.5,8.25,Hà Nội
1001938.0,8.2,9.25,4.0,,,,8.75,8.75,8.5,Hà Nội
1001939.0,7.0,7.5,6.4,3.5,7.0,4.75,,,,Hà Nội
1001940.0,7.2,9.5,6.2,,,,8.75,8.0,7.5,Hà Nội
1001941.0,7.2,8.75,8.8,,,,6.25,7.25,9.0,Hà Nội
1001942.0,7.0,9.0,8.4,,,,9.5,8.5,8.0,Hà Nội
1001943.0,8.2,8.5,7.4,,,,8.75,5.75,7.75,Hà Nội
1001944.0,7.2,8.25,2.6,,,,6.0,7.0,7.25,Hà Nội
1001945.0,8.0,9.0,7.8,6.25,4.0,5.5,,,,Hà Nội
1001946.0,8.2,8.75,9.0,,,,8.0,9.25,8.75,Hà Nội
1001947.0,6.6,8.0,4.8,,,,5.25,6.5,7.25,Hà Nội
1001948.0,8.2,9.0,9.0,,,,6.5,9.0,9.0,Hà Nội
1001949.0,7.8,7.75,8.2,8.0,4.25,5.5,,,,Hà Nội
1001950.0,7.8,9.25,6.0,,,,4.75,6.5,8.5,Hà Nội
1001951.0,7.0,8.25,5.8,,,,8.25,6.0,10.0,Hà Nội
1001952.0,8.2,5.5,9.4,8.0,5.25,6.25,,,,Hà Nội
1001953.0,7.8,9.0,8.2,,,,7.25,7.75,8.25,Hà Nội
1001954.0,7.2,9.0,8.4,,,,7.25,5.75,8.25,Hà Nội
1001955.0,8.2,9.0,8.6,,,,7.0,8.25,8.5,Hà Nội
1001956.0,8.4,9.25,7.0,,,,7.75,8.25,8.25,Hà Nội
1001957.0,7.8,8.0,8.8,,,,6.75,6.75,7.75,Hà Nội
1001958.0,6.6,8.75,7.8,,,,7.25,7.5,7.5,Hà Nội
1001959.0,8.8,9.0,8.0,8.0,9.25,8.5,,,,Hà Nội
1001960.0,8.0,9.0,9.6,8.5,8.25,8.25,,,,Hà Nội
1001961.0,7.2,8.75,8.0,,,,7.75,6.5,7.75,Hà Nội
1001962.0,6.8,9.0,7.6,,,,7.5,8.5,8.5,Hà Nội
1001963.0,7.6,9.25,6.6,,,,7.5,5.75,7.0,Hà Nội
1001964.0,6.8,9.0,8.8,,,,7.75,7.25,9.0,Hà Nội
1001965.0,7.2,8.0,8.0,,,,7.0,7.25,9.0,Hà Nội
1001966.0,6.8,7.5,8.8,,,,5.25,6.5,8.0,Hà Nội
1001967.0,4.4,8.75,7.8,,,,5.0,6.5,7.0,Hà Nội
1001968.0,8.4,9.25,9.4,,,,6.75,7.5,9.25,Hà Nội
1001969.0,5.4,8.0,8.4,,,,6.25,8.25,6.75,Hà Nội
1001970.0,6.6,7.5,7.4,,,,5.25,7.0,8.75,Hà Nội
1001971.0,6.6,9.0,7.2,,,,5.75,6.75,7.5,Hà Nội
1001972.0,8.2,9.0,8.8,,,,6.0,7.75,7.75,Hà Nội
1001973.0,7.8,8.25,7.0,7.25,7.75,5.25,,,,Hà Nội
1001974.0,7.6,8.25,8.0,,,,7.75,6.75,8.75,Hà Nội
1001975.0,4.2,8.5,6.6,,,,5.0,6.75,6.75,Hà Nội
1001976.0,8.0,8.75,8.2,,,,7.5,6.75,8.0,Hà Nội
1001977.0,8.8,9.25,8.6,,,,6.5,7.75,7.75,Hà Nội
1001978.0,8.4,5.5,7.6,2.5,8.5,8.5,,,,Hà Nội
1001979.0,7.0,8.0,8.6,,,,7.5,7.75,8.0,Hà Nội
1001980.0,8.2,9.25,7.4,,,,8.0,8.0,8.5,Hà Nội
1001981.0,7.6,9.25,9.0,,,,9.0,7.5,9.0,Hà Nội
1001982.0,8.0,7.75,8.2,7.75,4.0,5.5,,,,Hà Nội
1001983.0,7.8,8.75,8.4,,,,7.0,7.5,8.25,Hà Nội
1001984.0,8.0,9.5,9.4,,,,8.75,8.25,9.0,Hà Nội
1001985.0,9.0,9.25,8.2,,,,7.75,8.75,9.25,Hà Nội
1001986.0,9.0,9.25,8.6,,,,6.5,7.75,7.5,Hà Nội
1001987.0,8.4,8.0,7.6,,,,7.75,8.0,9.0,Hà Nội
1001988.0,8.2,9.0,9.4,,,,7.75,8.0,8.75,Hà Nội
1001989.0,8.2,9.5,7.6,,,,8.25,7.0,7.75,Hà Nội
1001990.0,6.6,6.5,8.8,,,,6.5,7.75,9.0,Hà Nội
1001991.0,8.2,9.25,8.4,,,,8.25,6.5,8.25,Hà Nội
1001992.0,8.0,9.0,7.6,,,,7.5,6.5,7.0,Hà Nội
1001993.0,7.6,8.5,8.4,,,,6.5,6.0,8.5,Hà Nội
1001994.0,8.2,8.25,9.4,5.75,4.75,5.75,,,,Hà Nội
1001995.0,8.2,8.25,8.4,7.0,9.25,6.25,,,,Hà Nội
1001996.0,8.4,7.0,8.4,8.25,7.5,5.75,,,,Hà Nội
1001997.0,7.2,8.0,8.8,,,,7.0,7.25,8.0,Hà Nội
1001998.0,7.4,8.0,8.4,,,,8.0,7.5,8.5,Hà Nội
1001999.0,7.2,7.5,8.8,6.75,5.0,4.0,,,,Hà Nội
1002000.0,7.8,5.75,9.4,8.5,7.0,4.0,,,,Hà Nội
1002001.0,9.0,7.5,8.2,7.0,5.0,5.0,,,,Hà Nội
1002002.0,8.4,7.0,5.8,8.0,8.5,5.0,,,,Hà Nội
1002003.0,8.2,9.0,7.2,,,,7.25,7.5,6.5,Hà Nội
1002004.0,7.8,8.0,7.6,,,,6.0,7.5,7.75,Hà Nội
1002005.0,8.2,7.0,8.8,6.0,7.75,6.0,,,,Hà Nội
1002006.0,7.2,8.0,8.8,5.5,7.5,5.75,,,,Hà Nội
1002007.0,8.0,8.5,6.8,,,,7.5,6.75,8.0,Hà Nội
1002008.0,7.2,7.75,9.0,7.25,6.0,7.0,,,,Hà Nội
1002009.0,8.2,8.5,6.2,,,,6.0,6.25,6.25,Hà Nội
1002010.0,8.8,7.75,6.8,7.75,4.25,6.0,,,,Hà Nội
1002011.0,5.8,7.75,3.6,,,,7.25,6.5,8.5,Hà Nội
1002012.0,7.8,4.5,9.4,4.25,8.75,7.25,,,,Hà Nội
1002013.0,6.2,6.75,9.6,,,,6.75,8.5,8.5,Hà Nội
1002014.0,3.2,7.75,4.6,,,,5.25,7.25,7.0,Hà Nội
1002015.0,7.6,9.5,9.2,,,,7.0,6.25,7.25,Hà Nội
1002016.0,8.2,8.0,8.4,4.25,8.5,6.0,,,,Hà Nội
1002017.0,8.2,9.0,9.2,,,,9.5,9.0,8.5,Hà Nội
1002018.0,7.8,8.5,8.2,,,,8.0,8.5,8.5,Hà Nội
1002019.0,5.4,8.5,7.6,,,,7.5,7.25,6.5,Hà Nội
1002020.0,7.2,8.5,8.0,,,,8.75,7.25,9.0,Hà Nội
1002021.0,7.2,8.0,8.0,4.0,6.5,7.5,,,,Hà Nội
1002022.0,8.6,8.5,8.0,,,,6.0,7.25,7.75,Hà Nội
1002023.0,9.0,8.25,8.8,8.5,6.5,7.25,,,,Hà Nội
1002024.0,6.0,9.0,6.4,,,,8.5,9.5,9.0,Hà Nội
1002025.0,7.0,9.0,8.4,,,,6.0,6.5,7.25,Hà Nội
1002026.0,8.0,8.5,6.0,,,,8.25,9.0,8.75,Hà Nội
1002027.0,7.4,9.0,7.8,,,,7.25,7.5,7.25,Hà Nội
1002028.0,8.6,9.5,7.0,,,,7.0,8.5,8.75,Hà Nội
1002029.0,8.2,8.75,7.6,6.75,7.25,6.75,,,,Hà Nội
1002030.0,9.2,8.25,9.4,9.5,8.5,8.0,,,,Hà Nội
1002031.0,8.2,8.5,7.0,,,,6.25,7.25,7.25,Hà Nội
1002032.0,6.0,8.75,7.2,,,,6.0,6.5,8.5,Hà Nội
1002033.0,8.2,8.5,9.6,,,,8.75,8.75,8.75,Hà Nội
1002034.0,9.0,9.25,8.8,,,,8.5,8.25,9.25,Hà Nội
1002035.0,6.4,8.5,7.6,,,,6.75,7.25,8.5,Hà Nội
1002036.0,8.6,9.25,9.2,,,,7.0,7.0,7.75,Hà Nội
1002037.0,7.8,7.75,8.4,,,,6.25,5.75,7.5,Hà Nội
1002038.0,7.6,8.5,9.0,,,,7.75,6.5,8.75,Hà Nội
1002039.0,8.0,8.25,8.8,9.0,6.0,6.5,,,,Hà Nội
1002040.0,8.2,8.5,8.4,4.0,9.25,6.0,,,,Hà Nội
1002041.0,9.2,6.75,8.4,9.5,4.75,5.5,,,,Hà Nội
